video_path,label,identity,dataset,split
E:\source_videos_part_01\source_videos\M016\light_right\happy\camera_down\M016_light_right_happy_camera_down.mp4,real,M016,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M013\light_leftdown\disgust\camera_down\M013_light_leftdown_disgust_camera_down.mp4,real,M013,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M013\light_right\disgust\camera_left\M013_light_right_disgust_camera_left.mp4,real,M013,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M016\light_rightdown\happy\camera_up\M016_light_rightdown_happy_camera_up.mp4,real,M016,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M018\light_down\happy\camera_left\M018_light_down_happy_camera_left.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M014\light_leftup\surprise\camera_left\M014_light_leftup_surprise_camera_left.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M014\light_rightup\fear\camera_down\M014_light_rightup_fear_camera_down.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M012\light_rightup\surprise\camera_leftfront\M012_light_rightup_surprise_camera_leftfront.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M015\light_down\contempt\camera_right\M015_light_down_contempt_camera_right.mp4,real,M015,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M016\light_rightup\disgust\camera_down\M016_light_rightup_disgust_camera_down.mp4,real,M016,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M016\light_up\angry\camera_up\M016_light_up_angry_camera_up.mp4,real,M016,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M021\light_rightdown\contempt\camera_right\M021_light_rightdown_contempt_camera_right.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M012\light_left\happy\camera_up\M012_light_left_happy_camera_up.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M021\light_uniform\neutral\camera_up\M021_light_uniform_neutral_camera_up.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M015\light_leftup\happy\camera_up\M015_light_leftup_happy_camera_up.mp4,real,M015,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M018\light_right\neutral\camera_down\M018_light_right_neutral_camera_down.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M018\light_up\happy\camera_rightfront\M018_light_up_happy_camera_rightfront.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M021\light_rightdown\contempt\camera_leftfront\M021_light_rightdown_contempt_camera_leftfront.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M019\light_left\disgust\camera_right\M019_light_left_disgust_camera_right.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M013\light_up\angry\camera_front\M013_light_up_angry_camera_front.mp4,real,M013,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M018\light_uniform\angry\camera_rightfront\M018_light_uniform_angry_camera_rightfront.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M015\light_leftdown\fear\camera_leftfront\M015_light_leftdown_fear_camera_leftfront.mp4,real,M015,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M014\light_uniform\contempt\camera_left\M014_light_uniform_contempt_camera_left.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M012\light_left\happy\camera_down\M012_light_left_happy_camera_down.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M022\light_up\disgust\camera_up\M022_light_up_disgust_camera_up.mp4,real,M022,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M019\light_uniform\disgust\camera_front\M019_light_uniform_disgust_camera_front.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M021\light_leftup\contempt\camera_leftfront\M021_light_leftup_contempt_camera_leftfront.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M019\light_left\contempt\camera_front\M019_light_left_contempt_camera_front.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M012\light_down\disgust\camera_rightfront\M012_light_down_disgust_camera_rightfront.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M012\light_right\happy\camera_front\M012_light_right_happy_camera_front.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M018\light_leftup\sad\camera_leftfront\M018_light_leftup_sad_camera_leftfront.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M012\light_leftup\happy\camera_rightfront\M012_light_leftup_happy_camera_rightfront.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M018\light_leftdown\sad\camera_rightfront\M018_light_leftdown_sad_camera_rightfront.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M018\light_uniform\contempt\camera_up\M018_light_uniform_contempt_camera_up.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M014\light_up\fear\camera_front\M014_light_up_fear_camera_front.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M012\light_leftdown\contempt\camera_leftfront\M012_light_leftdown_contempt_camera_leftfront.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M019\light_down\disgust\camera_down\M019_light_down_disgust_camera_down.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M011\light_rightdown\angry\camera_up\M011_light_rightdown_angry_camera_up.mp4,real,M011,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M022\light_rightup\fear\camera_left\M022_light_rightup_fear_camera_left.mp4,real,M022,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M018\light_up\happy\camera_right\M018_light_up_happy_camera_right.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M016\light_down\angry\camera_up\M016_light_down_angry_camera_up.mp4,real,M016,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M018\light_right\fear\camera_leftfront\M018_light_right_fear_camera_leftfront.mp4,real,M018,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M012\light_down\fear\camera_front\M012_light_down_fear_camera_front.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M021\light_down\contempt\camera_left\M021_light_down_contempt_camera_left.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M014\light_down\sad\camera_down\M014_light_down_sad_camera_down.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M019\light_up\fear\camera_left\M019_light_up_fear_camera_left.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M013\light_right\fear\camera_rightfront\M013_light_right_fear_camera_rightfront.mp4,real,M013,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M021\light_leftup\angry\camera_leftfront\M021_light_leftup_angry_camera_leftfront.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M013\light_down\angry\camera_left\M013_light_down_angry_camera_left.mp4,real,M013,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M016\light_up\surprise\camera_left\M016_light_up_surprise_camera_left.mp4,real,M016,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M022\light_rightup\surprise\camera_down\M022_light_rightup_surprise_camera_down.mp4,real,M022,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M021\light_uniform\sad\camera_front\M021_light_uniform_sad_camera_front.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M012\light_uniform\disgust\camera_front\M012_light_uniform_disgust_camera_front.mp4,real,M012,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M014\light_left\happy\camera_left\M014_light_left_happy_camera_left.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M015\light_leftdown\neutral\camera_front\M015_light_leftdown_neutral_camera_front.mp4,real,M015,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M019\light_rightup\disgust\camera_right\M019_light_rightup_disgust_camera_right.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M021\light_down\neutral\camera_right\M021_light_down_neutral_camera_right.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M013\light_down\fear\camera_up\M013_light_down_fear_camera_up.mp4,real,M013,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M014\light_down\sad\camera_right\M014_light_down_sad_camera_right.mp4,real,M014,DF_SOURCE_01,test
E:\source_videos_part_01\source_videos\M019\light_right\sad\camera_front\M019_light_right_sad_camera_front.mp4,real,M019,DF_SOURCE_01,train
E:\source_videos_part_01\source_videos\M021\light_right\angry\camera_left\M021_light_right_angry_camera_left.mp4,real,M021,DF_SOURCE_01,train
E:\source_videos_part_02\source_videos\M025\light_rightup\fear\camera_right\M025_light_rightup_fear_camera_right.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_rightdown\angry\camera_front\M027_light_rightdown_angry_camera_front.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_right\fear\camera_rightfront\M025_light_right_fear_camera_rightfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M025\light_uniform\surprise\camera_rightfront\M025_light_uniform_surprise_camera_rightfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_down\contempt\camera_down\M026_light_down_contempt_camera_down.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_left\contempt\camera_left\M024_light_left_contempt_camera_left.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_down\happy\camera_down\M026_light_down_happy_camera_down.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_right\angry\camera_right\M023_light_right_angry_camera_right.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_right\neutral\camera_left\M023_light_right_neutral_camera_left.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_right\neutral\camera_leftfront\M025_light_right_neutral_camera_leftfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_right\contempt\camera_right\M026_light_right_contempt_camera_right.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M022\light_uniform\happy\camera_down\M022_light_uniform_happy_camera_down.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M023\light_rightdown\happy\camera_leftfront\M023_light_rightdown_happy_camera_leftfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M027\light_leftdown\neutral\camera_left\M027_light_leftdown_neutral_camera_left.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_uniform\neutral\camera_left\M024_light_uniform_neutral_camera_left.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_left\neutral\camera_rightfront\M024_light_left_neutral_camera_rightfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\BlendShape\camera_right\M024_BlendShape_camera_right.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_rightdown\disgust\camera_front\M024_light_rightdown_disgust_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_leftdown\sad\camera_leftfront\M024_light_leftdown_sad_camera_leftfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_uniform\disgust\camera_leftfront\M024_light_uniform_disgust_camera_leftfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_leftdown\disgust\camera_front\M022_light_leftdown_disgust_camera_front.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M027\light_down\contempt\camera_rightfront\M027_light_down_contempt_camera_rightfront.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_right\fear\camera_down\M024_light_right_fear_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_left\happy\camera_leftfront\M027_light_left_happy_camera_leftfront.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_up\neutral\camera_right\M025_light_up_neutral_camera_right.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_leftdown\happy\camera_up\M027_light_leftdown_happy_camera_up.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_left\happy\camera_rightfront\M023_light_left_happy_camera_rightfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_uniform\angry\camera_front\M026_light_uniform_angry_camera_front.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_leftdown\sad\camera_leftfront\M025_light_leftdown_sad_camera_leftfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_rightdown\fear\camera_rightfront\M024_light_rightdown_fear_camera_rightfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_left\surprise\camera_left\M024_light_left_surprise_camera_left.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_up\sad\camera_front\M024_light_up_sad_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M025\light_rightup\sad\camera_left\M025_light_rightup_sad_camera_left.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_right\angry\camera_rightfront\M026_light_right_angry_camera_rightfront.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M022\light_uniform\fear\camera_leftfront\M022_light_uniform_fear_camera_leftfront.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M024\light_up\disgust\camera_front\M024_light_up_disgust_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_uniform\fear\camera_rightfront\M022_light_uniform_fear_camera_rightfront.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M022\light_rightdown\happy\camera_down\M022_light_rightdown_happy_camera_down.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M024\light_right\surprise\camera_down\M024_light_right_surprise_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_rightup\surprise\camera_front\M024_light_rightup_surprise_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_up\contempt\camera_front\M027_light_up_contempt_camera_front.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_right\fear\camera_left\M025_light_right_fear_camera_left.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_leftup\fear\camera_up\M022_light_leftup_fear_camera_up.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M024\light_down\happy\camera_leftfront\M024_light_down_happy_camera_leftfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_rightdown\sad\camera_up\M023_light_rightdown_sad_camera_up.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_uniform\fear\camera_leftfront\M026_light_uniform_fear_camera_leftfront.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_down\fear\camera_right\M026_light_down_fear_camera_right.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M022\light_leftdown\neutral\camera_front\M022_light_leftdown_neutral_camera_front.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M022\light_uniform\happy\camera_right\M022_light_uniform_happy_camera_right.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M027\light_rightdown\contempt\camera_right\M027_light_rightdown_contempt_camera_right.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_rightdown\neutral\camera_left\M024_light_rightdown_neutral_camera_left.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M025\light_rightup\angry\camera_left\M025_light_rightup_angry_camera_left.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_down\fear\camera_front\M024_light_down_fear_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_left\happy\camera_left\M026_light_left_happy_camera_left.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_down\happy\camera_right\M023_light_down_happy_camera_right.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_leftdown\disgust\camera_leftfront\M025_light_leftdown_disgust_camera_leftfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_down\fear\camera_leftfront\M026_light_down_fear_camera_leftfront.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M027\light_right\angry\camera_rightfront\M027_light_right_angry_camera_rightfront.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M022\light_rightdown\happy\camera_leftfront\M022_light_rightdown_happy_camera_leftfront.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M026\light_rightdown\contempt\camera_leftfront\M026_light_rightdown_contempt_camera_leftfront.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_leftup\neutral\camera_down\M025_light_leftup_neutral_camera_down.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_leftdown\contempt\camera_up\M023_light_leftdown_contempt_camera_up.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_up\neutral\camera_down\M024_light_up_neutral_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M025\light_rightup\contempt\camera_down\M025_light_rightup_contempt_camera_down.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_rightdown\fear\camera_up\M023_light_rightdown_fear_camera_up.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_rightdown\fear\camera_left\M024_light_rightdown_fear_camera_left.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_leftdown\sad\camera_down\M022_light_leftdown_sad_camera_down.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M024\light_down\contempt\camera_down\M024_light_down_contempt_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_leftup\neutral\camera_front\M026_light_leftup_neutral_camera_front.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_down\neutral\camera_down\M026_light_down_neutral_camera_down.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_leftup\contempt\camera_down\M024_light_leftup_contempt_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_up\fear\camera_leftfront\M024_light_up_fear_camera_leftfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M025\light_down\surprise\camera_down\M025_light_down_surprise_camera_down.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_right\angry\camera_rightfront\M023_light_right_angry_camera_rightfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_left\fear\camera_down\M024_light_left_fear_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_uniform\angry\camera_right\M023_light_uniform_angry_camera_right.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_right\neutral\camera_rightfront\M025_light_right_neutral_camera_rightfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_leftdown\surprise\camera_down\M027_light_leftdown_surprise_camera_down.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_up\fear\camera_left\M026_light_up_fear_camera_left.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_uniform\sad\camera_leftfront\M024_light_uniform_sad_camera_leftfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_leftdown\fear\camera_right\M026_light_leftdown_fear_camera_right.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_right\neutral\camera_rightfront\M023_light_right_neutral_camera_rightfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_left\neutral\camera_right\M024_light_left_neutral_camera_right.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_uniform\angry\camera_left\M027_light_uniform_angry_camera_left.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_uniform\fear\camera_down\M023_light_uniform_fear_camera_down.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_leftup\sad\camera_down\M023_light_leftup_sad_camera_down.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_left\disgust\camera_leftfront\M024_light_left_disgust_camera_leftfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_uniform\angry\camera_down\M022_light_uniform_angry_camera_down.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M025\light_leftup\fear\camera_left\M025_light_leftup_fear_camera_left.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_right\fear\camera_down\M026_light_right_fear_camera_down.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_left\contempt\camera_up\M024_light_left_contempt_camera_up.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_rightdown\sad\camera_up\M022_light_rightdown_sad_camera_up.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M025\light_rightdown\surprise\camera_front\M025_light_rightdown_surprise_camera_front.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M022\light_leftup\disgust\camera_left\M022_light_leftup_disgust_camera_left.mp4,real,M022,DF_SOURCE_02,test
E:\source_videos_part_02\source_videos\M024\light_right\contempt\camera_rightfront\M024_light_right_contempt_camera_rightfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_rightup\happy\camera_front\M023_light_rightup_happy_camera_front.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_right\disgust\camera_leftfront\M026_light_right_disgust_camera_leftfront.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_right\fear\camera_rightfront\M024_light_right_fear_camera_rightfront.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_right\fear\camera_front\M024_light_right_fear_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_left\contempt\camera_down\M024_light_left_contempt_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_uniform\contempt\camera_front\M026_light_uniform_contempt_camera_front.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_rightup\happy\camera_down\M024_light_rightup_happy_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M027\light_rightdown\happy\camera_up\M027_light_rightdown_happy_camera_up.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_right\fear\camera_left\M023_light_right_fear_camera_left.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M027\light_up\surprise\camera_down\M027_light_up_surprise_camera_down.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_uniform\contempt\camera_down\M026_light_uniform_contempt_camera_down.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_down\fear\camera_right\M024_light_down_fear_camera_right.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M024\light_down\happy\camera_down\M024_light_down_happy_camera_down.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_rightdown\contempt\camera_right\M023_light_rightdown_contempt_camera_right.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_leftdown\contempt\camera_leftfront\M025_light_leftdown_contempt_camera_leftfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M025\light_up\sad\camera_front\M025_light_up_sad_camera_front.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\BlendShape\camera_right\M023_BlendShape_camera_right.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M027\light_left\disgust\camera_up\M027_light_left_disgust_camera_up.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_leftdown\disgust\camera_up\M025_light_leftdown_disgust_camera_up.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_leftup\happy\camera_leftfront\M023_light_leftup_happy_camera_leftfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_rightdown\contempt\camera_front\M024_light_rightdown_contempt_camera_front.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_leftup\angry\camera_up\M023_light_leftup_angry_camera_up.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_left\surprise\camera_rightfront\M023_light_left_surprise_camera_rightfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M025\light_leftup\sad\camera_leftfront\M025_light_leftup_sad_camera_leftfront.mp4,real,M025,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M023\light_leftdown\happy\camera_rightfront\M023_light_leftdown_happy_camera_rightfront.mp4,real,M023,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M024\light_up\contempt\camera_left\M024_light_up_contempt_camera_left.mp4,real,M024,DF_SOURCE_02,val
E:\source_videos_part_02\source_videos\M026\light_left\angry\camera_right\M026_light_left_angry_camera_right.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M027\light_right\disgust\camera_left\M027_light_right_disgust_camera_left.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_right\disgust\camera_front\M026_light_right_disgust_camera_front.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_rightdown\disgust\camera_rightfront\M026_light_rightdown_disgust_camera_rightfront.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M027\light_down\fear\camera_up\M027_light_down_fear_camera_up.mp4,real,M027,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M026\light_rightup\surprise\camera_left\M026_light_rightup_surprise_camera_left.mp4,real,M026,DF_SOURCE_02,train
E:\source_videos_part_02\source_videos\M023\light_up\neutral\camera_rightfront\M023_light_up_neutral_camera_rightfront.mp4,real,M023,DF_SOURCE_02,train
